,race,workclass,fnlwgt,marital_status,occupation,relationship,age,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19
7089,0,0,179565,1,2,1,29,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0
7090,0,0,340880,0,1,0,34,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
7091,0,0,273876,1,2,1,25,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0
7092,0,0,326886,0,2,0,37,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1
7093,0,0,58098,1,2,1,26,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0
7094,0,0,119684,0,1,0,61,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
7095,0,0,67433,1,1,1,39,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0
7096,0,0,230824,1,2,2,20,1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0
7097,0,2,139889,0,2,0,72,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1
7098,0,0,211482,0,2,0,29,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
7099,0,0,48343,0,0,0,51,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1
7100,0,0,52098,1,1,2,18,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0
7101,0,0,186886,2,0,2,35,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1
7102,0,0,145434,1,0,2,33,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0
7103,0,0,207668,1,2,1,30,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1
7104,0,1,187581,0,2,0,45,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0
7105,0,0,87891,0,2,0,31,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0
7106,0,0,229729,1,2,1,29,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0
7107,0,0,159303,2,1,2,33,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1
7108,0,0,105021,0,2,0,37,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1
7109,0,0,175130,2,2,2,36,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1
7110,0,0,158162,1,0,1,31,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0
7111,0,1,254148,0,2,0,50,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0
7112,0,1,189253,0,0,0,63,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0
7113,0,0,294295,1,2,2,21,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0
7114,0,0,201204,1,2,2,20,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0
7115,1,0,138107,1,2,2,20,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1
7116,0,0,187295,0,1,0,56,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0
7117,0,0,162256,2,0,2,36,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1
7118,0,0,306779,1,0,2,24,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0
7119,0,1,161240,2,2,1,44,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1
7120,0,0,183390,0,2,0,51,1,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,0
7121,0,0,137527,1,2,1,36,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1
7122,0,0,100882,0,2,0,34,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1
7123,0,0,59202,1,2,2,18,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1
7124,0,2,285335,0,0,0,45,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1
7125,0,0,265275,1,1,2,47,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0
7126,0,0,206051,0,2,0,30,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0
7127,0,0,234640,1,0,1,21,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0
7128,0,0,72896,0,2,0,46,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1
7129,0,0,302072,2,2,2,66,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
7130,0,0,54953,0,0,0,35,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1
7131,0,0,109133,0,0,0,36,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1
7132,0,0,178866,0,2,2,43,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1
7133,0,1,129193,2,2,1,60,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1
7134,0,2,304223,0,2,0,47,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1
7135,0,0,162245,0,1,0,62,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
7136,0,2,37778,1,2,1,38,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1
7137,1,1,284843,1,2,1,34,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0
7138,0,0,179659,0,0,0,45,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1
7139,0,0,143604,1,2,2,21,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1
7140,0,0,78870,1,2,1,28,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0
7141,0,0,54314,1,1,1,45,0,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0
7142,0,1,167261,1,1,1,26,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0
7143,0,1,223004,2,2,1,38,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0
7144,0,2,223580,0,2,0,65,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0
7145,2,0,163003,1,2,2,29,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1
7146,0,0,315476,1,2,2,23,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7147,0,2,303692,0,0,0,30,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1
7148,0,0,173590,0,2,0,42,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1
7149,0,0,42617,2,1,1,32,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0
7150,1,1,160187,2,0,2,46,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1
7151,0,0,538822,1,1,2,21,1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0
7152,0,2,263569,0,2,0,88,0,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0
7153,0,0,230858,0,0,0,51,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,1
7154,1,1,399155,1,0,2,44,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0
7155,2,1,320451,0,1,0,44,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1
7156,0,1,182926,0,2,0,34,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1
7157,0,0,179488,2,0,1,38,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0
7158,1,0,129882,1,2,2,28,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1
7159,0,0,89813,0,2,2,29,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0
7160,0,0,413345,1,2,1,23,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0
7161,0,0,217039,1,2,2,19,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1
7162,0,1,349066,2,2,2,35,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1
7163,2,0,320451,0,1,0,40,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0
7164,0,1,170108,0,0,0,57,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1
7165,1,0,120544,1,1,2,18,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0
7166,0,0,180551,0,2,2,31,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0
7167,0,0,302424,2,2,1,44,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1
7168,0,0,34616,1,2,2,20,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0
7169,0,0,54202,1,2,1,42,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1
7170,0,0,193372,1,0,2,38,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1
7171,0,1,196373,0,0,0,35,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1
7172,0,0,106698,2,2,2,40,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
7173,0,0,257849,0,0,0,31,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
7174,0,0,314375,2,0,1,34,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
7175,0,2,210020,0,2,2,27,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0
7176,0,0,248186,1,2,1,43,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1
7177,0,0,58124,0,1,0,41,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1
7178,0,0,221780,2,2,1,45,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0
7179,0,2,159715,0,2,0,63,0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1
7180,0,0,210781,1,2,2,20,0,1,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0
7181,0,0,163434,0,0,0,43,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0
7182,0,0,379522,2,1,1,36,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0
7183,0,0,166371,1,0,2,22,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1
7184,0,0,421561,0,1,0,54,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0
7185,0,0,164938,1,1,2,19,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1
7186,0,0,197836,0,2,0,48,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1
7187,0,0,31606,1,1,2,21,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1
7188,0,0,316298,1,2,2,36,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0
7189,0,0,175398,2,2,1,41,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1
7190,0,0,91189,1,2,2,22,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0
7191,0,0,269243,1,2,2,34,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0
7192,0,0,207568,0,0,0,38,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0
7193,0,2,40666,0,2,0,45,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1
7194,1,0,583755,0,2,0,47,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1
7195,0,0,34127,0,1,0,45,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
7196,0,0,155293,2,2,1,32,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
7197,0,0,164678,2,1,2,40,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0
7198,0,0,204585,0,2,2,40,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
7199,1,1,615893,0,2,0,33,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
7200,0,2,145628,0,0,0,65,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1
7201,0,0,195565,2,0,2,36,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1
7202,0,0,186934,0,2,0,37,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0
7203,0,1,99146,0,2,0,39,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1
7204,0,0,316183,0,2,0,43,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1
7205,0,0,93717,2,0,1,38,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0
7206,0,0,415167,0,0,0,35,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1
7207,0,0,543922,2,2,1,45,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0
7208,0,1,55863,0,1,2,48,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
7209,0,0,161815,2,1,2,30,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1
7210,0,0,110083,2,0,2,31,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0
7211,0,0,143078,1,1,1,30,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,1
7212,0,1,175070,0,1,0,50,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0
7213,2,0,216811,0,0,0,30,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1
7214,1,0,189551,2,0,2,51,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1
7215,0,1,273051,1,2,1,28,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0
7216,0,0,103064,1,1,1,23,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
7217,0,0,53774,0,2,2,40,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0
7218,0,0,270059,2,2,2,37,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0
7219,0,0,212304,1,2,2,26,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1
7220,0,0,257756,0,1,2,51,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1
7221,0,0,173682,0,2,0,44,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0
7222,0,0,160662,0,0,0,58,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
7223,0,0,145389,0,2,2,23,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
7224,0,0,223660,0,0,0,54,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1
7225,0,0,27776,1,2,1,23,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0
7226,0,0,132755,1,2,2,17,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0
7227,1,1,269300,2,2,2,37,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1
7228,0,0,172256,2,2,2,43,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0
7229,1,0,151780,2,0,1,44,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
7230,0,1,115784,0,0,0,49,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
7231,0,2,368561,2,0,1,46,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7232,0,0,367749,1,2,1,44,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
7233,0,0,38948,0,0,0,35,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1
7234,0,1,29174,1,1,2,27,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1
7235,1,0,221157,1,1,2,21,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0
7236,0,1,191202,1,1,2,27,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0
7237,0,1,194630,1,0,2,37,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0
7238,0,1,218445,1,0,1,22,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1
7239,1,0,150876,0,0,0,50,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1
7240,0,0,92864,1,1,2,18,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0
7241,0,0,98881,0,1,2,45,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0
7242,0,0,167523,0,2,0,45,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1
7243,0,0,116677,0,2,0,34,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1
7244,0,1,221532,0,0,0,50,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0
7245,0,0,96062,0,2,0,51,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1
7246,0,0,355559,1,1,2,17,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7247,0,0,192022,1,1,2,26,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1
7248,0,1,50053,1,2,1,25,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1
7249,2,0,452924,0,2,0,33,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
7250,1,1,225594,0,1,0,48,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1
7251,2,0,23940,1,1,1,18,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1
7252,0,0,196643,1,2,2,20,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
7253,0,0,195136,2,1,1,31,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0
7254,0,0,163921,0,2,0,51,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1
7255,0,0,418020,0,1,0,34,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1
7256,1,1,265554,1,2,1,46,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0
7257,1,0,53042,1,0,2,33,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0
7258,2,0,215857,1,2,1,34,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
7259,0,0,29874,0,0,0,38,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1
7260,2,1,187749,0,1,0,46,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0
7261,0,0,181974,2,2,1,55,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0
7262,0,0,279667,0,0,0,25,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1
7263,2,0,143582,1,1,2,21,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0
7264,2,0,392082,1,2,2,21,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0
7265,1,0,228200,0,2,2,67,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1
7266,0,0,173651,0,1,0,40,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
7267,0,0,167987,1,1,2,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
7268,0,0,103432,1,0,1,29,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0
7269,0,0,185177,0,0,0,30,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0
7270,0,1,215891,1,2,2,19,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1
7271,0,0,84141,2,1,1,44,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0
7272,0,0,177951,0,2,0,26,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0
7273,0,2,34918,1,1,2,24,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1
7274,0,2,111232,0,0,0,41,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0
7275,0,0,150095,0,0,0,65,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1
7276,0,0,190227,1,2,2,21,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1
7277,0,0,132601,0,1,0,32,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0
7278,0,2,125178,0,1,0,63,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1
7279,0,2,43434,1,0,1,45,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1
7280,0,1,65706,2,0,2,38,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1
7281,0,2,125933,1,1,1,36,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0
7282,0,0,36020,0,2,0,46,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0
7283,0,2,144071,0,1,0,59,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,1
7284,0,1,117833,1,1,1,25,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1
7285,0,2,227858,1,1,1,26,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1
7286,0,0,286675,0,2,0,34,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0
7287,0,0,46162,1,2,2,19,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0
7288,0,0,91882,0,0,0,54,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0
7289,0,0,230054,0,2,0,35,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
7290,0,0,306460,1,2,2,24,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
7291,0,0,262802,2,0,2,45,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
7292,0,1,33551,0,2,0,23,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1
7293,0,0,168782,1,0,2,33,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,1,1
7294,0,1,109001,1,0,2,28,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1
7295,0,0,298470,2,2,1,70,0,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0
7296,0,1,352045,2,0,1,30,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1
7297,0,0,55176,0,0,0,33,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0
7298,0,0,48014,1,2,1,30,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0
7299,0,0,187053,2,2,1,35,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0
7300,0,1,193130,1,2,1,21,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1
7301,0,0,193089,1,0,2,23,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1
7302,0,0,144351,0,1,0,46,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1
7303,0,0,183800,0,2,0,35,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1
7304,0,0,446358,0,2,0,31,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1
7305,0,0,183273,0,0,2,43,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0
7306,0,2,437458,0,2,0,30,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0
7307,0,0,195124,0,0,0,40,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0
7308,0,0,343789,0,2,0,32,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0
7309,1,0,87605,1,1,2,33,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0
7310,2,0,126850,0,2,0,41,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0
7311,0,0,290922,1,1,2,39,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0
7312,0,0,107658,1,2,1,20,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0
7313,1,1,242956,1,1,2,18,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0
7314,0,0,206600,1,1,1,25,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0
7315,0,1,40338,0,0,0,30,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1
7316,1,0,190739,1,1,2,44,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1
7317,0,0,162623,0,2,2,31,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1
7318,0,0,160703,0,2,0,52,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0
7319,0,0,217241,2,0,1,55,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1
7320,0,0,183356,1,0,2,32,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,0
7321,0,0,122240,0,0,0,36,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0
7322,0,0,153021,1,2,2,17,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0
7323,0,0,185503,0,0,0,62,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0
7324,2,0,180211,0,0,0,66,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1
7325,2,0,154785,1,2,2,23,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0
7326,0,0,319758,1,2,1,20,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0
7327,0,0,81259,1,2,1,35,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0
