,age,workclass,fnlwgt,education,educational_num,marital_status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native_country,income_bigger_than_50K
10889,30,2,173854,0,9,0,0,0,0,0,0,0,60,0,0
10890,38,0,187264,0,9,0,0,2,0,1,0,0,55,0,0
10891,34,0,46144,1,10,2,2,2,0,1,0,0,40,0,0
10892,36,1,130620,0,9,0,2,2,2,1,0,0,40,1,1
10893,36,1,139703,1,14,1,1,1,1,1,0,0,40,0,0
10894,25,0,124483,1,13,1,1,1,2,0,0,0,50,1,0
10895,40,0,189666,0,9,0,1,0,0,0,0,0,45,0,0
10897,31,0,236391,1,10,1,2,1,0,1,0,0,40,0,0
10898,33,0,165814,0,9,0,1,0,1,0,0,0,40,0,0
10899,28,0,126135,1,10,1,2,1,0,1,0,0,40,0,0
10900,24,0,210781,1,13,1,2,1,0,1,0,0,40,1,0
10901,25,0,36984,1,13,1,1,1,0,1,0,0,50,0,0
10902,42,0,33126,0,12,0,0,0,0,0,0,0,60,0,1
10903,43,2,174295,0,7,0,1,0,0,0,0,0,40,0,0
10904,24,0,209034,0,12,0,2,2,0,1,0,0,20,0,0
10905,26,0,166051,1,13,1,2,2,0,1,0,0,40,0,0
10906,22,0,160120,0,6,1,2,2,2,0,0,0,30,0,0
10907,33,0,154227,0,11,2,2,1,0,0,0,0,40,0,0
10908,39,0,111499,1,13,1,0,1,0,1,0,0,40,0,0
10909,36,0,139743,1,10,2,1,2,0,1,0,0,40,0,0
10910,38,0,354739,0,11,0,1,0,2,0,0,0,36,1,1
10911,36,0,83893,1,10,0,0,0,0,0,0,0,40,0,1
10912,54,0,271160,0,11,2,0,1,0,1,0,0,40,0,0
10913,49,1,118567,1,10,0,2,0,0,0,0,0,40,0,0
10914,46,0,191821,0,9,2,2,1,0,1,0,0,40,0,0
10915,50,0,341797,0,9,2,0,1,0,0,0,0,40,0,0
10917,18,0,193290,1,10,1,1,2,0,0,0,1721,20,0,0
10918,33,0,123253,1,13,0,0,0,0,0,0,0,55,0,1
10919,57,0,127728,1,13,0,0,0,0,0,15024,0,50,0,1
10920,42,0,303388,1,10,0,0,0,0,0,0,0,65,0,0
10921,41,0,231507,0,9,2,2,2,0,1,0,0,40,0,0
10922,65,1,116057,0,9,2,2,1,0,1,6723,0,40,0,0
10923,18,0,427437,0,9,1,2,2,1,1,0,0,40,0,0
10924,27,0,501172,0,3,0,2,0,0,0,0,0,40,1,0
10925,36,0,193026,1,13,0,2,0,0,0,0,0,40,0,1
10927,23,0,350181,0,9,1,2,1,0,0,0,0,40,0,0
10928,34,0,48935,1,13,0,1,2,0,1,0,0,40,0,0
10929,27,0,102142,0,12,1,2,1,0,0,0,0,40,0,0
10930,44,0,85440,0,9,0,2,0,0,0,0,0,45,0,0
10931,34,1,117018,1,10,1,2,1,0,1,0,0,40,0,0
10932,35,0,191103,0,9,0,2,0,0,0,0,0,40,0,0
10933,27,1,96219,0,9,1,2,2,0,1,0,0,40,0,0
10934,62,0,149617,1,10,2,0,1,0,1,0,0,16,0,0
10935,41,0,178983,0,9,0,2,2,0,1,0,0,40,0,0
10936,40,0,320071,1,10,2,0,1,0,0,0,1408,48,0,0
10937,21,0,94826,0,3,1,0,2,0,0,0,0,40,1,0
10938,22,0,186573,0,9,1,2,1,0,1,0,0,46,0,0
10939,45,0,187969,0,11,1,2,1,0,1,0,0,38,0,0
10940,45,1,198660,1,10,0,1,0,0,0,0,0,40,0,1
10941,52,0,184081,0,4,0,2,0,1,0,0,0,40,1,0
10942,34,0,108837,1,13,0,2,0,0,0,0,0,48,0,1
10943,28,0,37805,1,13,0,2,0,0,0,0,0,40,0,1
10944,27,1,194773,1,14,1,1,1,0,1,0,0,50,1,0
10945,48,0,329144,1,13,0,0,0,0,0,0,1977,60,0,1
10946,50,1,166419,0,7,1,2,1,1,1,3674,0,40,0,0
10947,40,0,116103,1,10,2,0,2,0,0,4934,0,47,0,1
10948,26,0,456618,1,10,1,2,2,0,0,2597,0,40,0,0
10949,51,0,228516,0,9,2,0,1,0,0,0,0,45,1,0
10950,49,0,116641,1,13,0,0,2,0,1,15024,0,35,0,1
10951,26,0,192262,1,13,1,2,2,0,0,0,0,45,0,0
10952,40,0,119008,0,9,2,1,2,1,1,0,0,40,0,0
10953,69,0,230417,1,16,0,1,0,0,0,0,0,40,1,1
10954,19,0,209826,1,10,1,2,2,0,1,0,0,15,0,0
10955,38,0,179123,1,10,1,0,1,0,1,0,0,50,0,1
10956,24,0,136310,1,10,0,2,0,0,0,0,0,40,0,0
10957,25,0,374163,0,9,2,2,1,2,0,0,0,40,1,0
10958,28,1,336543,0,12,0,2,0,2,0,0,0,40,1,1
10959,21,0,131473,1,10,1,2,2,2,0,0,0,20,1,0
10960,54,1,287831,1,10,0,2,2,1,1,0,0,55,0,1
10961,21,0,143436,0,9,1,2,1,0,0,0,0,40,0,0
10962,54,0,192226,1,13,0,0,0,0,0,0,0,55,0,1
10963,63,2,391121,0,4,0,2,0,0,0,0,0,30,0,0
10964,55,0,256953,0,9,2,2,2,1,1,0,0,44,0,0
10965,37,0,148581,0,9,0,2,0,0,0,0,0,50,0,1
10966,52,1,206775,0,9,0,2,0,0,0,0,0,40,0,0
10967,51,0,175339,1,13,0,2,0,0,0,0,0,47,0,1
10968,55,0,401473,1,14,2,0,1,0,1,0,0,40,0,1
10969,39,0,191524,0,9,2,2,2,0,1,0,0,40,0,0
10970,45,0,116163,0,9,2,0,1,0,1,0,0,40,0,0
10971,17,0,209650,0,8,1,1,2,0,0,0,0,16,0,0
10972,46,0,265105,1,13,0,1,0,0,0,0,0,50,0,1
10973,45,0,96100,0,4,0,2,0,1,0,0,0,40,0,0
10974,59,1,139611,0,15,0,1,0,2,0,0,1977,40,1,1
10975,48,0,186299,1,13,0,0,0,0,0,0,0,40,0,1
10976,45,0,138342,0,9,0,0,0,0,0,0,0,84,0,0
10977,69,0,164110,1,13,0,2,0,0,0,10605,0,50,0,1
10978,52,0,233149,1,14,0,2,0,0,0,15024,0,40,0,1
10979,31,0,202822,1,10,2,2,2,1,1,0,0,40,0,0
10980,33,0,223212,1,10,1,2,2,0,0,0,0,40,1,0
10981,19,1,292962,0,9,1,0,2,1,1,0,0,40,0,0
10982,56,1,155238,0,9,0,2,0,0,0,0,0,40,0,1
10983,51,2,118259,0,9,0,0,0,0,0,3137,0,60,0,0
10984,33,1,190290,0,11,1,2,1,0,0,0,0,56,0,0
10985,28,2,190391,1,13,1,2,1,0,0,0,0,50,0,0
10986,39,0,269323,0,11,0,1,0,0,0,0,1485,38,0,1
10987,28,0,189346,0,9,1,2,2,0,0,0,0,48,0,0
10988,51,1,153908,1,14,2,0,1,0,1,0,0,40,0,0
10989,35,0,225860,0,11,0,0,0,0,0,0,0,40,0,1
10990,42,0,176286,0,12,0,0,0,0,0,0,0,40,0,1
10991,20,0,167787,1,10,1,2,2,0,1,0,0,20,0,0
10992,37,0,312766,0,9,2,1,1,0,1,0,0,40,0,0
10993,30,0,117393,0,9,1,2,1,0,1,0,0,40,0,0
10994,40,2,27242,0,9,0,2,0,0,0,0,0,84,0,0
10995,47,1,655066,1,13,0,0,0,2,0,0,0,40,1,1
10996,74,0,322789,0,6,0,2,0,0,0,0,1411,40,0,0
10997,27,0,125298,1,10,1,2,2,0,1,0,0,50,0,0
10998,27,0,191822,0,9,0,2,2,0,1,0,0,50,0,0
10999,31,1,286911,1,10,0,2,0,0,0,0,0,38,0,0
11000,34,2,140011,0,15,0,1,0,0,0,0,0,55,0,1
11001,33,1,150657,1,13,1,1,2,1,1,0,0,40,0,0
11002,23,0,386705,1,10,1,2,2,0,0,0,0,24,0,0
11003,47,1,162187,1,10,0,2,0,0,0,0,1887,40,0,1
11004,37,0,83893,0,11,0,2,0,0,0,0,0,40,0,0
11005,30,1,185590,1,13,1,0,2,0,1,0,0,40,0,0
11006,56,1,124137,0,15,0,1,0,0,0,99999,0,45,0,1
11007,28,0,132191,0,9,0,2,0,0,0,0,0,45,0,1
11008,34,0,228873,1,13,1,0,2,0,0,0,0,40,0,0
11009,28,0,306830,0,12,0,2,0,0,0,0,0,40,1,0
11010,30,0,55481,1,14,1,2,2,0,0,0,0,45,1,0
11011,23,0,636017,1,10,1,1,2,1,0,0,0,40,0,0
11012,17,0,191910,0,6,1,1,2,0,0,0,0,25,0,0
11014,45,0,117409,1,10,0,0,0,0,0,0,0,40,0,1
11015,29,0,204862,0,12,2,1,1,0,1,0,0,36,0,0
11016,32,0,153588,0,9,2,0,1,0,0,0,0,40,0,0
11017,28,0,208608,0,9,0,2,2,0,1,0,0,30,0,0
11018,23,1,309055,1,10,1,2,2,0,1,0,0,20,0,0
11019,53,0,251063,1,10,2,0,2,1,1,0,0,40,0,0
11020,58,0,97562,0,9,0,2,2,0,1,0,0,38,0,0
11021,27,0,107218,0,9,1,1,2,2,0,0,0,40,0,0
11022,33,1,37070,1,14,0,1,0,0,0,0,0,60,1,0
11023,39,0,30529,1,13,0,0,0,0,0,0,1887,40,0,1
11024,32,0,241731,1,10,1,1,1,1,0,0,0,40,0,0
11025,51,1,36186,1,13,0,1,0,0,0,0,0,40,0,1
11026,35,0,338948,0,9,2,0,2,1,0,0,0,40,0,0
11027,30,0,373213,0,11,2,2,1,0,1,0,0,40,0,1
11028,30,0,115963,0,4,1,2,2,0,0,0,0,42,0,0
11031,52,1,617021,1,13,0,2,0,1,0,7688,0,40,0,1
11032,24,0,199426,1,13,1,1,2,0,1,0,0,30,0,0
11033,31,0,187901,1,10,1,2,1,0,1,0,1504,40,0,0
11034,32,0,161075,0,9,1,0,2,0,0,0,0,40,0,0
11035,37,2,120130,1,14,0,0,0,0,0,0,0,60,0,1
11036,44,0,136986,1,10,0,0,0,0,0,0,0,60,0,1
11037,52,0,38795,0,9,2,0,1,0,0,0,0,40,0,1
11038,30,0,142675,0,8,0,0,0,0,0,0,0,50,0,0
11039,39,0,454915,0,9,1,2,2,0,0,0,0,40,0,0
11040,30,1,229716,1,10,2,2,2,1,1,0,0,40,0,0
11041,24,0,238917,0,3,1,0,2,0,0,0,0,40,1,0
11042,46,0,191389,0,9,0,0,2,0,1,0,0,28,0,1
11043,43,0,197093,1,13,1,2,1,1,0,0,0,40,0,0
11044,61,2,215591,0,9,0,0,0,0,0,0,1887,40,0,1
11045,34,0,49469,1,13,1,2,1,0,0,99999,0,50,0,1
11046,46,1,132576,0,9,0,2,0,0,0,0,1887,45,0,1
11047,36,0,305379,1,13,2,1,1,0,0,0,0,50,0,1
11048,21,1,166827,1,10,1,1,1,0,1,0,0,32,0,0
11049,37,1,180667,0,9,0,2,0,0,0,0,0,40,0,0
11050,47,1,216414,1,16,0,1,0,0,0,0,0,40,0,1
11051,38,0,38145,0,9,0,2,0,0,0,0,0,44,0,0
11052,47,1,201699,0,12,0,0,0,0,0,0,0,50,0,1
11053,22,0,129172,1,10,1,1,2,0,0,0,0,16,0,0
11054,22,0,34616,1,10,1,2,1,0,1,0,0,30,0,0
11055,42,0,214503,1,13,0,1,0,0,0,0,0,44,0,1
11056,46,0,147640,0,3,0,2,0,2,0,0,1902,40,0,0
11057,61,1,113544,1,14,0,2,0,0,0,0,0,40,0,1
11058,19,0,39026,0,9,1,1,1,0,0,0,0,30,0,0
11059,68,0,185537,1,10,2,2,1,0,1,0,0,20,0,0
11060,31,0,561334,0,9,2,2,1,0,0,0,0,40,0,0
11061,38,0,149347,1,14,0,1,0,0,0,0,0,50,0,1
11062,34,2,152109,0,9,0,2,0,0,0,0,0,60,0,0
11064,40,0,69333,1,13,0,2,0,0,0,0,0,40,0,0
11065,25,0,210794,1,13,1,1,2,0,1,0,0,40,0,0
11067,38,0,106838,0,9,0,2,0,0,0,0,0,40,0,0
11068,33,1,162705,1,10,2,1,2,0,1,0,0,99,0,1
11069,38,0,29874,1,13,1,2,1,0,0,0,0,48,0,1
11070,27,0,210313,0,9,1,2,2,0,0,0,0,28,1,0
11071,29,0,29732,1,13,0,1,2,0,1,0,0,24,0,0
11072,64,0,151364,1,10,1,2,1,0,1,0,0,40,0,0
11073,29,1,446724,1,13,0,0,0,0,0,0,0,35,0,0
11074,25,0,344804,0,3,2,2,2,0,0,0,0,40,1,0
11075,38,0,122076,1,10,0,2,0,0,0,7298,0,43,0,1
11076,34,0,27494,0,9,2,0,1,2,0,0,0,48,0,1
11077,29,0,162312,0,11,1,2,1,2,0,0,0,40,0,0
11080,18,0,115725,0,7,1,1,2,0,1,0,0,12,0,0
11081,49,1,207120,0,9,0,2,0,0,0,0,0,40,0,1
11083,40,0,260696,0,9,1,2,1,0,1,0,0,40,0,0
11084,26,1,205570,0,9,0,0,0,0,0,0,0,40,0,0
11086,42,0,45156,1,10,0,0,0,0,0,0,0,40,0,1
11087,56,2,159937,0,9,0,0,0,2,0,0,0,30,0,1
11088,51,1,193720,0,9,2,2,2,0,0,0,0,40,0,0
11089,37,1,165883,0,9,0,2,0,1,0,0,0,40,0,0
11090,26,0,137658,1,13,1,0,1,0,1,0,0,45,0,0
11091,42,0,66755,0,4,0,0,0,2,0,0,0,40,0,0
11092,28,0,22422,0,9,1,0,1,0,0,0,0,40,0,0
11093,61,0,143837,0,9,0,2,0,0,0,0,0,40,0,0
11094,20,0,217467,1,10,1,0,2,0,0,0,0,40,0,0
11096,27,0,126730,0,9,1,2,1,0,1,0,0,40,0,0
11097,61,0,111563,0,7,0,2,0,0,0,0,0,27,0,0
11098,19,0,184207,1,10,1,2,1,0,0,0,0,40,0,0
11099,67,1,176931,0,4,2,1,1,0,1,0,0,20,0,0
11100,30,1,154950,1,13,0,2,0,0,0,0,0,72,0,1
11101,43,0,176270,1,13,0,0,0,0,0,99999,0,60,0,1
11103,20,0,152189,0,9,1,0,2,0,0,0,0,40,0,0
11104,45,0,55720,1,13,0,1,0,0,0,0,0,40,0,1
11105,43,0,313022,0,9,0,2,0,1,0,4386,0,40,0,1
11106,39,0,290208,0,4,0,0,0,0,0,0,0,40,1,0
11107,36,0,268620,1,10,0,0,2,0,1,0,0,33,0,0
11108,21,0,305781,0,9,1,2,2,0,0,0,0,45,0,0
11110,35,0,22055,1,10,0,1,0,2,0,0,0,60,0,0
11111,47,1,148171,1,16,2,1,2,0,0,0,0,50,1,1
11112,33,0,355856,0,12,0,2,0,2,0,0,0,60,0,0
11113,52,1,254211,1,14,0,1,0,0,0,15024,0,60,0,1
11114,47,1,173938,1,13,0,0,0,0,0,0,0,50,0,1
11115,41,1,33068,1,14,2,1,1,0,0,0,1974,40,0,0
11116,34,0,425622,0,3,0,2,0,0,0,0,0,40,1,0
11117,50,0,208630,1,14,2,2,1,0,1,0,0,50,0,1
11118,36,0,199346,1,14,0,1,2,0,1,0,0,50,0,1
11119,51,2,149220,1,10,0,2,0,0,0,0,0,75,0,0
11120,51,0,305673,0,11,0,0,0,0,0,0,0,40,1,1
11121,22,0,112130,0,9,1,1,1,1,1,0,0,40,0,0
11122,44,0,165346,1,14,0,0,0,0,0,0,0,40,0,1
11123,27,0,107236,0,9,0,1,0,0,0,0,0,40,0,0
11124,27,0,168138,0,9,1,0,2,0,0,0,0,40,0,0
11125,35,0,115792,1,13,0,1,0,0,0,0,0,55,0,0
11126,46,0,37353,1,10,0,2,0,0,0,0,0,45,0,0
11127,54,0,206964,1,10,0,2,0,0,0,0,0,40,0,1
11128,53,0,124963,0,9,2,2,1,0,0,0,0,40,0,0
11129,19,0,165306,1,10,1,2,2,2,0,0,0,40,1,0
11130,22,0,251196,1,10,1,2,2,1,1,0,0,20,0,0
11131,18,0,67019,0,9,1,1,1,0,1,0,0,30,0,0
11132,52,1,38973,1,13,2,2,2,1,1,0,0,40,0,0
11133,36,1,52532,1,16,0,1,0,0,0,0,1887,50,0,1
11134,69,0,271312,0,9,2,2,1,0,1,0,0,40,0,0
11135,49,0,122385,1,14,0,0,0,0,0,0,0,40,0,1
11136,62,1,200577,1,14,0,2,0,0,0,0,0,45,0,1
11137,37,0,214738,0,9,0,2,0,0,0,0,0,40,0,0
11138,45,1,127089,1,14,2,0,1,0,0,0,0,45,0,0
11139,43,1,115511,1,10,0,2,0,0,0,0,2002,40,0,0
11140,63,2,111306,0,4,2,2,2,0,1,0,0,10,0,0
11141,24,0,100321,1,10,2,0,1,0,0,0,0,48,0,0
11142,28,0,202182,1,10,0,2,0,0,0,0,0,40,0,1
11143,19,2,67929,1,10,1,2,2,0,0,0,0,50,0,0
11144,34,0,185556,1,10,1,1,1,0,1,0,0,12,0,1
11145,58,1,175873,1,10,0,2,0,0,0,0,0,40,0,1
11146,50,2,165219,0,15,0,1,2,0,1,0,0,35,0,1
11147,27,0,225768,0,9,1,1,2,0,0,0,0,20,0,0
11149,64,0,98586,1,16,0,1,0,0,0,0,0,60,0,1
11150,31,0,427474,0,7,0,1,0,0,0,0,2179,35,1,0
11151,39,0,203180,1,10,2,2,2,0,1,0,0,45,0,0
11152,46,0,318331,0,9,0,2,0,0,0,0,0,40,0,0
11153,36,0,228652,1,10,2,2,2,2,0,0,0,40,1,0
11154,56,0,174864,1,13,2,0,2,0,0,0,0,45,0,1
11155,23,0,140764,0,11,1,1,2,0,1,0,0,15,0,0
11156,47,1,141483,0,5,2,1,1,0,1,0,0,40,0,0
11157,41,2,223763,1,14,0,0,0,0,0,0,0,65,0,0
11158,43,0,52498,0,9,2,0,2,0,1,0,0,40,0,1
11159,59,1,50929,1,10,0,0,0,0,0,0,0,60,0,1
11160,46,0,192208,0,6,0,0,0,0,0,0,0,45,0,0
11161,36,0,116608,0,9,1,2,1,0,1,4865,0,40,0,0
11163,30,0,169002,1,13,0,2,0,0,0,0,0,40,0,1
11164,69,1,169717,1,13,0,0,0,0,0,6418,0,45,0,1
11165,46,0,243743,1,13,0,1,0,0,0,0,0,40,0,1
11166,47,2,162236,1,13,1,0,1,0,1,0,0,40,0,0
11167,42,1,182302,0,9,0,0,0,0,0,0,0,40,0,0
11168,18,0,210828,1,10,1,2,2,2,0,0,0,30,0,0
11169,63,0,130968,0,5,2,2,1,0,0,0,0,50,0,0
11170,59,0,98361,0,7,0,2,0,0,0,0,0,40,0,0
11171,19,0,71650,0,9,1,2,2,0,0,0,0,40,0,0
11172,34,0,227689,0,11,2,2,1,0,1,0,0,64,0,0
11173,17,0,225106,0,6,1,1,2,0,1,0,1602,18,0,0
11174,34,0,212781,1,13,0,0,0,0,0,0,0,40,0,1
11175,49,0,121602,1,13,0,0,0,0,0,0,0,40,0,0
11176,36,0,231052,0,9,2,1,2,1,1,0,0,35,0,0
11177,53,1,263925,0,9,0,2,0,0,0,99999,0,40,0,1
11178,51,0,673764,1,14,1,1,1,0,0,27828,0,40,0,1
11179,35,0,287658,0,12,1,2,1,1,0,0,0,30,1,0
11180,50,1,97778,0,9,0,2,0,0,0,0,0,40,0,0
11181,44,0,208606,1,10,0,2,0,0,0,0,0,40,0,1
11182,40,0,199031,0,9,0,2,0,0,0,0,0,40,1,0
11184,50,0,38310,0,4,2,1,2,0,1,0,0,40,0,0
11185,32,0,231413,0,9,0,2,0,0,0,0,0,40,0,1
11186,45,0,84298,0,11,0,0,0,0,0,0,1977,50,0,1
11187,30,0,39054,0,9,0,0,0,0,0,0,0,65,0,1
11188,51,2,240236,0,12,2,2,1,1,0,0,0,30,0,0
11189,37,0,249720,0,11,2,2,2,1,1,0,0,32,0,0
11190,39,0,278632,0,9,0,2,0,0,0,0,0,40,0,0
11191,44,1,229148,1,10,0,2,0,1,0,0,0,40,0,0
11192,19,0,269657,1,10,1,2,1,0,1,0,0,35,0,0
11193,54,1,204325,1,10,0,2,0,0,0,0,0,52,0,0
11194,39,0,48063,0,8,0,2,0,0,0,0,0,32,0,0
11195,23,0,126945,1,13,0,0,0,0,0,0,0,40,0,0
11196,31,0,193285,1,13,1,1,1,0,0,0,0,40,0,0
11197,43,0,223881,1,13,0,2,0,0,0,7298,0,40,0,1
11198,46,0,263727,1,10,0,0,0,0,0,0,0,60,0,1
11199,52,0,191130,0,15,0,1,0,0,0,15024,0,40,0,1
11201,46,2,148599,1,14,0,0,0,0,0,0,0,50,0,1
11202,34,0,232855,1,10,2,1,2,1,1,0,0,37,0,0
11203,27,1,151626,0,9,1,1,2,1,1,0,0,40,0,0
11204,58,1,78104,0,9,0,0,0,0,0,0,0,45,0,0
11205,46,1,190961,0,9,2,2,2,1,1,0,0,40,0,0
11206,34,1,303867,0,5,1,1,2,0,0,0,0,40,0,0
11207,39,1,142897,0,11,1,0,2,0,1,0,0,50,0,0
11208,50,0,93690,0,9,0,2,0,0,0,0,0,40,0,1
11209,19,0,167428,0,9,1,2,2,0,0,0,0,30,0,0
11210,43,0,119721,1,13,0,0,0,0,0,0,0,40,0,0
11211,60,0,164599,1,10,0,0,0,0,0,7298,0,40,0,1
11212,51,0,229272,0,9,2,1,2,1,0,0,0,32,1,0
11213,19,0,260275,0,7,2,0,2,1,0,0,0,40,0,0
11214,38,0,111499,0,9,0,2,0,0,0,0,1977,99,0,1
11215,22,0,109815,1,10,1,2,1,0,1,0,0,40,0,0
11216,31,0,195750,0,2,0,1,0,0,0,0,0,45,0,0
11217,35,0,95708,1,13,0,2,0,2,0,7688,0,60,0,1
11218,36,2,136028,0,5,0,0,0,0,0,0,0,30,0,0
11219,52,0,335997,1,13,0,2,0,0,0,7688,0,38,0,1
11220,41,1,201520,0,9,0,2,0,0,0,0,0,40,0,0
11221,50,0,30682,0,4,1,2,1,0,0,0,0,50,0,0
11222,38,2,403391,1,13,0,0,0,0,0,0,0,60,0,0
11223,36,0,180278,1,13,1,1,1,1,0,0,0,40,0,0
11224,33,1,110171,1,13,2,1,1,0,1,0,1092,40,0,0
11225,30,0,94235,1,13,0,1,0,0,0,0,0,60,0,0
11226,22,0,254547,1,10,1,2,2,1,1,0,0,30,1,0
11227,41,1,38876,0,12,0,2,0,0,0,0,1977,50,0,1
11228,33,0,159442,1,13,0,1,2,0,1,0,0,40,0,0
11229,23,0,130959,1,13,0,1,0,0,0,2407,0,6,1,0
11230,29,0,168138,1,13,0,2,0,0,0,0,0,40,0,1
11231,57,1,101338,1,13,0,0,0,0,0,0,0,20,0,0
11232,33,0,201988,1,14,0,1,0,0,0,0,0,45,0,0
11233,61,0,411652,0,8,0,0,0,0,0,0,0,40,1,0
11234,58,0,570562,0,9,2,2,1,0,0,0,0,38,0,0
11235,39,0,259716,0,9,2,2,2,0,1,0,0,40,1,0
11236,32,2,203408,0,9,0,0,0,0,0,0,0,44,0,0
11237,60,0,367695,0,12,0,2,0,0,0,0,0,40,0,1
11238,37,0,202027,1,14,0,2,0,0,0,7688,0,50,0,1
11239,51,1,126850,0,9,0,2,0,0,0,0,0,65,0,0
11240,21,0,39182,0,12,1,2,2,0,0,0,0,40,0,0
11241,37,0,291981,0,9,2,2,1,0,0,0,0,40,0,0
11242,43,0,336042,0,9,2,0,1,0,0,0,0,35,0,0
11243,24,0,220944,1,10,0,0,0,0,0,0,0,60,0,0
11244,51,0,96586,1,10,0,2,0,0,0,0,0,40,0,1
11245,33,0,112820,0,11,0,2,0,0,0,0,0,40,0,0
11246,27,0,165412,0,9,1,2,2,0,0,0,0,20,0,0
11247,46,1,40666,0,9,0,2,0,0,0,15024,0,40,0,1
11248,49,0,151584,1,10,0,0,0,0,0,0,0,40,0,1
11249,27,0,107236,1,14,1,1,1,0,0,0,0,50,0,0
11250,28,0,33374,0,7,2,1,2,0,1,0,0,35,0,0
11251,46,0,189498,1,13,0,1,0,0,0,0,1848,45,0,1
11252,43,0,245487,0,9,0,0,0,2,0,0,0,40,1,0
11253,39,0,99270,0,9,2,2,2,0,1,0,0,40,0,0
11254,56,0,100776,0,9,0,2,2,0,1,0,0,50,0,0
11255,30,0,296453,1,13,0,2,0,0,0,7298,0,40,0,1
11256,24,0,403671,1,13,1,1,1,0,0,0,0,40,0,0
11257,23,1,39603,1,10,1,0,2,2,0,0,0,40,0,0
11258,21,0,169699,0,9,1,2,1,0,1,0,0,40,0,0
11260,25,0,132749,0,7,2,1,2,0,1,0,0,12,0,0
11261,35,0,167482,1,13,0,0,0,0,0,0,0,60,0,0
11262,26,0,127202,0,9,2,2,1,0,0,0,0,40,0,0
11263,47,0,70943,0,9,0,2,0,0,0,5178,0,40,0,1
11264,27,1,223529,0,11,1,2,2,0,0,0,0,43,0,0
11265,59,2,181070,0,9,0,2,0,0,0,0,0,40,1,1
11266,23,0,207415,1,13,1,0,2,0,1,0,0,15,0,0
11267,37,0,237943,0,11,0,0,0,0,0,0,0,50,1,0
11268,44,0,197389,0,9,2,2,2,0,1,0,0,40,0,0
11269,39,0,75995,0,9,2,0,2,0,1,0,0,45,0,0
11270,30,0,94235,0,7,1,2,2,0,0,0,0,40,0,0
11271,33,2,102884,1,13,0,2,2,0,0,0,0,20,0,0
11272,53,1,231196,0,9,0,2,0,0,0,0,0,40,0,0
11274,41,0,130126,0,15,0,1,0,0,0,0,0,80,0,1
11275,74,1,168782,0,4,2,1,1,0,1,0,0,35,0,0
11276,35,0,412017,0,6,2,2,2,0,1,0,0,38,0,0
11277,38,0,185556,1,10,0,0,0,0,0,0,0,40,1,0
11278,23,0,145917,0,9,1,2,1,0,1,0,0,25,0,0
11279,20,0,200153,0,9,1,1,2,0,1,0,0,38,0,0
11281,36,0,257380,0,9,0,0,0,1,0,0,0,35,0,0
11282,32,0,239150,1,10,1,0,1,1,0,0,0,40,0,0
11283,42,2,336513,1,13,0,0,0,0,0,15024,0,60,0,1
11284,47,1,146786,0,11,0,2,0,0,0,0,0,40,0,0
11285,28,0,145284,1,10,1,2,1,0,0,0,0,40,0,0
11288,62,0,257277,0,9,2,2,1,0,1,0,0,38,0,0
11289,36,2,233533,1,10,0,0,0,0,0,0,0,60,0,1
11290,34,1,111843,1,13,1,2,1,1,1,3325,0,40,0,0
11292,67,0,192670,0,9,2,2,1,0,1,0,0,20,0,0
11293,71,2,126807,1,14,0,2,0,0,0,0,1411,70,0,0
11294,19,0,198700,1,10,1,2,2,1,0,0,0,20,0,0
11295,19,0,180917,0,9,1,1,2,0,1,0,0,40,0,0
11296,42,0,31387,1,16,2,1,2,2,1,0,0,40,0,0
11297,40,0,240124,0,9,0,0,0,0,0,0,0,40,0,1
11298,38,0,161066,0,9,2,0,1,2,0,0,0,50,0,0
11299,39,1,172927,0,12,0,1,0,0,0,15024,0,50,0,1
11300,47,0,187440,0,9,0,0,0,0,0,5178,0,40,0,1
11301,37,2,164526,1,16,1,1,1,0,0,14084,0,45,0,1
11302,65,2,115498,1,13,0,2,0,0,0,3818,0,10,0,0
11303,64,1,181408,0,11,0,0,0,0,0,0,0,10,0,0
11305,37,1,136749,0,9,1,2,2,0,1,0,0,35,0,0
11306,33,2,249249,0,3,0,0,0,0,0,0,0,50,0,1
11307,44,0,106900,1,14,0,1,0,0,0,0,0,44,0,1
11308,49,1,101722,0,15,0,1,0,0,0,0,0,60,0,1
11309,28,1,190525,1,14,1,1,1,0,0,0,0,50,0,0
11310,51,0,85423,0,9,0,2,0,0,0,0,0,55,0,1
11311,25,0,361493,1,13,1,2,1,0,0,3325,0,40,0,0
11312,55,0,175942,0,9,2,2,1,0,1,0,0,40,1,0
11313,36,0,48268,0,9,0,0,0,0,0,0,0,40,0,0
11314,35,0,589809,1,10,1,0,1,0,0,13550,0,60,0,1
11315,23,0,197387,0,3,0,2,2,0,0,0,0,40,1,0
11316,41,0,190786,0,11,0,2,0,0,0,7298,0,40,0,1
11317,59,1,159472,0,9,0,2,0,0,0,0,0,40,0,0
11318,53,0,87158,0,9,0,0,0,1,0,0,0,40,0,0
11319,35,0,127306,0,11,1,2,2,0,1,14344,0,40,0,1
11320,35,1,238591,1,10,2,2,1,1,0,0,0,40,0,0
11321,50,0,144084,1,13,2,2,1,0,1,0,0,40,0,0
